"Pillar","Product","Module","Feature","Feature Owner","Release","Status NFS","Status WN","Feature Category","Tags ( AI / Redwood/AI Agent)","FDR Id","FDR Url","DCFR Ranking","OUPM Name","Prod Mngr Name","CDL Name","OMBP Mapping","Training Required? ","Reason why NF content cannot be built?","Implementation Feature? [Y/N] ","Qualifies for Certification question","Maps to Base Exam ( Provide base exam name)","Map to Delta Exam ( Provide Delta exam name)","List the Courses Impacted","Implementation Learning Path","CDL Assessment Complete?","Recording Date","Feature Classification","Combined Feature Video Name","CDL Daily Status Update","Type of Issue","Details of the Issue faced ","Response Received","Issue Resolution Outcome","Generate PPT (Exit From Grid View)","PPT Link","Recording","Video Ready for Pick-up","Video Ready Date","Review Status","Send Fixes Email To CDL","Video Review Fixes","PP Required?","QA Required?","PP Notes","Ready for PP","PP Dispatch Date","Post Production Resource","Post Production Start Date","Video ID","PP Complete","Post Production End Date","QA Dispatch Date","QA Resource","QA Date","QA Observations","QA Fixes Notification","QA Fixes?","QA Fixes Complete","QA Result ( Pass/ Fixes)","QA Complete","Setup Dispatch Date","Existing Setup Data","Setup Date","Awaiting Setup Data","MyLearn Link to Video","Container ID","Component ID","Transcript ID","Setup Status","OUPM Final Sign-off","LP Name","LP Description","Course Name","Course Description","Course Benefits","Course Keywords","Course Filters To Be Associated","Module Name","Final Overall Status","Target Release Date","Target Release Tier","Actual Release Date","Actual Release Tier","Feature GCC"
"HCM","Talent Management","Profile Management","Redwood: Support Showing Model Profile Descriptions on Career Role and Know your Role Page",,"11.13.26.07.0","Ready","Published","Setup Required","Redwood",,,"NA","Anitha","Niki","Nigel","Skills Development To Career Growth","Yes","N/A","Yes","Yes","Oracle Talent Management Cloud 2026 Implementation Professional (1D0-1052-26-D)","Oracle Talent Management Cloud Implementation Professional - Delta (1D0-1052-26-D)","Oracle Fusion Cloud HCM: Configuring Profile Management","Become a Certified Talent Management Implementer","Yes","7/17/2026","Single NF","N/A","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0341-Redwood-SupportShowingModelProfileDescriptionsonCareerRoleandKnowyourRolePage.pptx?web=1&action=edit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0341"
"HCM","Talent Management","Talent Management","Redwood: Talent Management Assistant AI Workflow Agent",,"11.13.26.07.0","Ready","Published","Setup Required","AI - Agent,Redwood",,,"Medium","Anitha","Niki","Nigel","N/A","Yes","N/A","Yes","No","N/A","N/A","N/A","Become a Certified Talent Management Implementer","Yes","7/16/2026","Single NF","N/A","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0342-Redwood-TalentManagementAssistantAIWorkflowAgent.pptx?web=1&action=edit",,,"7/16/2026 1:48 AM","Approved",,,"Only Video ID Required","No",,,"7/16/2026 11:19 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In Post Production (A)",,,,,"26CHCM0342"
"HCM","Talent Management","Performance Management","Redwood: Time-Based Autosave in Redwood Performance Documents and All-in-One Evaluations",,"11.13.26.07.0","In Review","Published","Setup Required","Redwood",,,"Low","Anitha","Niki","Nigel","Workforce Goals to Performance","Yes","N/A","Yes","Yes","Oracle Talent Management Cloud 2026 Implementation Professional (1D0-1052-26-D)","Oracle Talent Management Cloud Implementation Professional - Delta (1D0-1052-26-D)","Oracle Fusion Cloud HCM: Configuring Goals and Performance Management","Become a Certified Talent Management Implementer","Yes","7/8/2026","Single NF","N/A","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0343-Redwood-Time-BasedAutosaveinRedwoodPerformanceDocumentsandAll-in-OneEvaluations.pptx?web=1&action=edit",,,"7/7/2026 11:46 PM","Approved",,,"Only Video ID Required","No",,,"7/9/2026 4:26 AM","Vidyashree","7/10/2026 10:00 AM","6400766694112",,"07/10/2026 04:46:46",,"Joseph",,,,,,,,"7/9/2026 9:46 PM",,"7/10/2026 12:00 AM",,"https://mylearn.oracle.com/ou/course/whats-new-in-talent-management/128172/275327","128172","275327","15229104",,,,,,,,,,,"Released (A)",,,"7/10/2026 2:02 PM",,"26CHCM0343"
"HCM","Talent Management","Talent Review","Redwood: Timestamp Support for Talent Review Meeting Date Attributes in HCM Data Loader and HCM Extracts",,"11.13.26.07.0","Ready","Published","Ready to use, small scale","Redwood",,,"NA","Anitha","Niki","Nigel","Skills Insight to Workforce Agility","No","No value to add above release docs",,"No","N/A","N/A",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0344"
"HCM","Talent Management","Profile Management","Redwood: Unified Career Preferences Across Opportunity Marketplace and Talent Profile",,"11.13.26.07.0","Ready","Published","Setup Required","Redwood",,,"NA","Anitha","Niki","Nigel","Skills Development To Career Growth","No","Nothing in DCFR nor Release docs regarding this.",,"No","N/A","N/A",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0345"
"HCM","Talent Management","Talent Review","Redwood: Upload and View AI-Generated Talent Review Meeting Summaries",,"11.13.26.07.0","Ready","Published","Setup Required","AI - Agent,Redwood",,,"Medium","Anitha","Niki","Nigel","Workforce Goals to Performance","Yes","N/A","Yes","Yes","Oracle Talent Management Cloud 2026 Implementation Professional (1D0-1052-26-D)","Oracle Talent Management Cloud Implementation Professional - Delta (1D0-1052-26-D)","Oracle Fusion Cloud HCM: Succession Planning and Talent Review","Become a Certified Talent Management Implementer","Yes","7/15/2026","Single NF","N/A","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0346-Redwood-UploadandViewAI-GeneratedTalentReviewMeetingSummaries.pptx?web=1&action=edit",,,"7/15/2026 4:01 AM","Approved",,,"Only Video ID Required","No",,,"7/16/2026 4:06 AM","Vidyashree","7/17/2026 12:00 PM","6401369044112",,"07/17/2026 06:42:07",,,,,,,,,,"7/16/2026 11:42 PM",,,,,,,,,,,,,,,,,,"In Setup (A)",,,,,"26CHCM0346"
"HCM","Talent Management","Performance Management","Redwood: VB Studio Page Properties for Granular AI Assist Enablement in Evaluation Topic Summaries",,"11.13.26.07.0","In Review","Published","Setup Required","AI - Generative,Redwood",,,"NA","Anitha","Niki","Nigel","Workforce Goals to Performance","Yes","N/A","Yes","Yes","Oracle Talent Management Cloud 2026 Implementation Professional (1D0-1052-26-D)","Oracle Talent Management Cloud Implementation Professional - Delta (1D0-1052-26-D)","Oracle Fusion Cloud HCM: Configuring Goals and Performance Management","Become a Certified Talent Management Implementer","Yes","7/8/2026","Single NF","N/A","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0347-Redwood-VBStudioPagePropertiesforGranularAIAssistEnablementinEvaluationTopicSummaries.pptx?web=1&action=edit",,,"7/7/2026 11:46 PM","Approved",,,"Only Video ID Required","No",,,"7/9/2026 4:27 AM","Vidyashree","7/10/2026 10:00 AM","6400766220112",,"07/10/2026 04:46:39",,"Joseph",,,,,,,,"7/9/2026 9:46 PM",,"7/10/2026 12:00 AM",,"https://mylearn.oracle.com/ou/course/whats-new-in-talent-management/128172/275328","128172","275328","15229108",,,,,,,,,,,"Released (A)",,,"7/10/2026 2:02 PM",,"26CHCM0347"
"HCM","Oracle Me Employee Experience","Transactional Business Intelligence Enterprise for Oracle Me","Reporting on Celebrate Posted Recognitions Columns",,"11.13.26.07.0","Ready","Published","Report",,,,"NA","Anitha","Niki","Nigel","N/A","Yes","N/A","No","No","N/A","N/A","Oracle Fusion Cloud HCM: Foundations of OTBI

Oracle Fusion Cloud HCM: Advanced OTBI Techniques

Oracle Fusion Cloud HCM: Analytics Publisher",,"Yes","7/21/2026","Single NF","N/A","PPT Completed , Recording WIP",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0348-ReportingonCelebratePostedRecognitionsColumns.pptx?web=1&action=edit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0348"
"HCM","Compensation","Transactional Business Intelligence Enterprise for Compensation","Reporting on Workforce Compensation Custom Segment Date Columns",,"11.13.26.07.0","Ready","Published","Report",,,,"NA","Anitha","Niki","Nigel","N/A","Yes","N/A","No","No","N/A","N/A","Oracle Fusion Cloud HCM: Foundations of OTBI

Oracle Fusion Cloud HCM: Advanced OTBI Techniques

Oracle Fusion Cloud HCM: Analytics Publisher",,"Yes","7/7/2026","Single NF","N/A","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0349-ReportingonWorkforceCompensationCustomSegmentDateColumns.pptx?web=1&action=edit",,,"7/7/2026 12:24 AM","Fixes Completed By CDL",,,"Only Video ID Required","No",,,"7/7/2026 5:50 AM","Vidyashree","7/8/2026 11:30 AM","6400508913112",,"07/08/2026 06:07:26",,"Joseph",,,,,,,,"7/7/2026 11:07 PM",,"7/8/2026 12:00 AM",,"https://mylearn.oracle.com/ou/course/whats-new-in-compensation/128169/274969","128169","274969","15218538",,,,,,,,,,,"Released (A)",,,"7/8/2026 2:24 PM",,"26CHCM0349"
"HCM","HCM Common","Applications Security","Resolve HCM Data Security Access using AI Assistance",,"11.13.26.07.0","In Review","Published","Setup Required","AI - Agent",,,"NA","Anitha","Niki","Jess","NA","Yes","NA","No","No","NA","NA","NA",,,"7/17/2026","Single NF","NA","PPT in Progress",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Jess/26CHCM0350-ResolveHCMDataSecurityAccessusingAIAssistance.pptx?web=1&action=edit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0350"
"HCM","Human Resources","Global Payroll Interface","Save Payload Rules for Payroll Interface for ADP Global Payroll V2",,"11.13.26.07.0","New","New","Report",,,,,"Anitha","Niki","Kurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0351"
"HCM","Human Resources","Global Human Resources","Search Configurability of Jobs LOV in Redwood Workforce Structures Pages",,"11.13.26.07.0","New","Published","Setup Required",,,,,"Anitha","Niki","Rohit",,"No","Similar feature covered in previous releases",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0352"
"HCM","Payroll","Payroll for the United States","SECURE 2.0 Act Section 603 Catch-Up Eligibility Update",,"11.13.26.07.0","New","In Review","Ready to use, small scale",,,,,"Anitha","Niki","Kurt",,"Yes","Should be able to show process",,,,,,,,,"Single NF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0353"
"HCM","Learning and Development","Learning Experience and Management","Self-paced learning content knowledge indexing",,"11.13.26.07.0","Ready","Published","Ready to use, small scale","AI - Agent,Redwood",,,,"Anitha","Niki","TBD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0354"
"HCM","Recruiting","Recruiting","Send Email Alerts for Communication Failures",,"11.13.26.07.0","Ready","Published","Setup Required",,,,"NA","Anitha","Niki","Sarah",,"No","Too small, leverages existing setup","Yes","No",,,,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0355"
"HCM","Human Resources","Global Human Resources","Set Up Personal Payment Methods During Onboarding with AI Assistance",,"11.13.26.07.0","Ready","Published","Setup Required","AI - Agent,Redwood",,,"NA","Anitha","Niki","Deb","Employee Onboarding to Retirement
","Yes",,"No","Yes","1Z0-1046-26: Oracle Global Human Resources Cloud 2026 Implementation Professional","1D0-1046-26-D Oracle Global Human Resources Cloud  Implementation Professional","S11004301GC1026A - Oracle Fusion Cloud HCM: Journeys","Become a Certified Global Human Resources (Core HR) Implementer","WIP","7/17/2026","Combined Bundled NF","AI Assistance for New Hire Onboarding","PPT Completed , Recording WIP","Configuration","Submitted SR 0000007099 - new UI for AI Agent Studio. (resolved),
Submitted SR 0000007328 Created - can't locate copied AI Agent in Supervisor Agent area.",,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Deb/26CHCM0356-SetUpPersonalPaymentMethodsDuringOnboardingwithAIAssistance.pptx?web=1&action=edit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0356"
"HCM","Compensation","Compensation","Setup and Maintenance Links Launch Redwood Pages",,"11.13.26.07.0","Ready","Published","Ready to use, small scale","Redwood",,,,"Anitha","Niki","Kurt",,"No","Small UI self explanatory ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0357"
"HCM","Benefits","Benefits","Simulate a Life Event for Benefits Administrators",,"11.13.26.07.0","In Review","Published","Ready to use, small scale with prerequisite","Redwood",,,"NA","Anitha","Niki","Deb","Benefits Enrollment to Coverage
","Yes","bug 39689395 ","No","Yes","Exam 1Z0-1053-26: Oracle Benefits Cloud 2026 Implementation Professional","Exam 1D0-1053-26-D: Oracle Benefits Cloud 2026 Implementation Professional","D1113197GC10- Cloud Benefits"," Become a Certified Benefits Implementer","Yes",,"Single NF","N/A","PPT Completed , Recording WIP","Bug","When following the steps to get the comparison to display, the feature runs but nothing but column headings display.  SR 0000007282 Created",,"Dropped ( Bug)",,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Deb/26CHCM0358-SimulateaLifeEventforBenefitsAdministrators.pptx?web=1&action=edit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0358"
"HCM","Human Resources","Global Human Resources","Single Task with Multiple Performers in Journeys",,"11.13.26.07.0","Ready","Published","Setup Required","Redwood",,,"High","Anitha","Niki","Deb","Employee Onboarding to Retirement
","Yes",,"No","Yes","1Z0-1046-26: Oracle Global Human Resources Cloud 2026 Implementation Professional","1D0-1046-26-D Oracle Global Human Resources Cloud  Implementation Professional","S11004301GC1026A - Oracle Fusion Cloud HCM: Journeys","Become a Certified Global Human Resources (Core HR) Implementer","Yes","7/17/2026","Single NF","N/A","PPT Completed , Recording WIP","Configuration","Multiple Stage Performer is not available in the Performer list for supported task types. Oracle Search prerequisites are enabled, and the performer list is application-controlled rather than lookup-configured.",,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Deb/26CHCM0359-SingleTaskwithMultiplePerformersinJourneys.pptx?web=1&action=edit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0359"
"HCM","Recruiting","Recruiting","Smart Search Enhancements",,"11.13.26.07.0","Ready","Published","Setup Required","AI - Agent",,,"High","Anitha","Niki","Sarah","Attract Talent to Onboard Workers","Yes",,"No","No",,,,,"Yes",,"Single NF",,"Seeding Data / Analyzing Demo","Configuration","Location search is not appearing correctly",,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Sarah/26CHCM0360-SmartSearchEnhancements.pptx?web=1&action=edit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0360"
"HCM","Recruiting","Recruiting","Sourcing Activity Center: Requisition Activities in Sourcing Activity Center",,"11.13.26.07.0","Ready","Published","Setup Required","Redwood",,,"High","Anitha","Niki","Sarah",,"Yes",,"No","No",,,,,"Yes","7/20/2026","Single NF",,"PPT in Progress",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Sarah/26CHCM0361-SourcingActivityCenter-RequisitionActivitiesinSourcingActivityCenter.pptx?web=1&action=edit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0361"
"HCM","Payroll","Payroll for Ireland","Submit Ireland NAERSA Contribution Submission Request Through Send File Submission",,"11.13.26.07.0","In Review","Published","Ready to use, small scale with prerequisite",,,,,"Anitha","Niki","Kurt",,"No","Requires an account with Ireland Revenue web services.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0362"
"HCM","Learning and Development","Learning Experience and Management","Summary and Description Generator Updates",,"11.13.26.07.0","Ready","Published","Ready to use, small scale with prerequisite","AI - Agent,AI - Generative,Redwood",,,,"Anitha","Niki","TBD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0363"
"HCM","Absence Management","Absence Management","Support for FND_READ_ONLY_MODE profile",,"11.13.26.07.0","New","New","Setup Required",,,,"NA","Anitha","Niki","Nigel","Absence Policy to Complience","No","No information available",,"No","N/A","N/A",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0364"
"HCM","Human Resources","Global Human Resources","Supporting Application-Wide Read-Only Mode on Redwood Document Record Pages",,"11.13.26.07.0","Ready","Published","Ready to use, small scale","Redwood",,,,"Anitha","Niki","Rohit",,"No","Small Scale , nothing of significance to demo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0365"
"HCM","Human Resources","Global Human Resources","Synchronize Position Name and Blank Position Values Using the Synchronization From Position Process",,"11.13.26.07.0","New","Published","Setup Required","Redwood",,,"NA","Anitha","Niki","Rohit","Employee Onboarding to Retirement","Yes",,"No","No","1Z0-1046-26Oracle Global Human Resources Cloud Implementation Professional","1D0-1046-26-D Oracle Global Human Resources Cloud  Implementation Professional",,"Become a Certified Global Human Resources (Core HR) Implementer","Yes","7/17/2026","Single NF",,,,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Rohit/26CHCM0366-SynchronizePositionNameandBlankPositionValuesUsingtheSynchronizationFromPositionProcess.pptx?web=1&action=edit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0366"
"HCM","Talent Management","Goal Management","Task and Measurement Attributes Support for Goals Agents",,"11.13.26.07.0","Ready","Published","Setup Required","AI - Agent,Redwood",,,"Medium","Anitha","Niki","Nigel","Workforce Goals to Performance","No","Nothing meaningful to show",,"No",,,,,"Yes",,,,,,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0367-TaskandMeasurementAttributesSupportforGoalsAgents.pptx?web=1&action=edit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0367"
"HCM","Payroll","Payroll for Canada","Tax Calculation Statement UI",,"11.13.26.07.0","New","Published","Ready to use, larger scale",,,,,"Anitha","Niki","Kurt",,"TBD","If configured in POD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0368"
"HCM","Payroll","Payroll for Canada","Tax Credit Information Enhancements",,"11.13.26.07.0","In Review","Published","Ready to use, larger scale",,,,,"Anitha","Niki","Kurt",,"TBD","If configured in POD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0369"
"HCM","Time and Labor","Time and Labor","Team Schedule Enhancements",,"11.13.26.07.0","In Review","Published","Setup Required",,,,,"Anitha","Niki","Susan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0370"
"HCM","Time and Labor","Time and Labor","Time Card Access for Payroll Processing",,"11.13.26.07.0","Ready","Published","Ready to use, small scale with prerequisite",,,,,"Anitha","Niki","Susan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0371"
"HCM","Time and Labor","Time and Labor","Time Card Approval Enhancements",,"11.13.26.07.0","Ready","Published","Ready to use, small scale","Redwood",,,,"Anitha","Niki","Susan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0372"
"HCM","Time and Labor","Time and Labor","Time Change Request enhancements",,"11.13.26.07.0","Ready","Published","Ready to use, small scale with prerequisite",,,,,"Anitha","Niki","Susan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0373"
"HCM","Payroll","Payroll for France","Time Saving Plan",,"11.13.26.07.0","In Review","Published","Ready to use, small scale with prerequisite",,,,,"Anitha","Niki","Kurt",,"No","Absence Configuration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0374"
"HCM","Compensation","Compensation","Total Compensation Statement: Redwood Experience for Generate Printable Statements",,"11.13.26.07.0","Ready","Published","Opt In plus Setup","Redwood",,,,"Anitha","Niki","Kurt","Compensation Plans to Reward","Yes",,"No","No",,,"Oracle HCM Cloud: Total Compensation","Become a certiffied Com",,"7/13/2026","Single NF",,,,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Kurt/26CHCM0375-TotalCompensationStatement-RedwoodExperienceforGeneratePrintableStatements.pptx?web=1&action=edit",,,"7/13/2026 11:30 AM","Approved",,,"Only Video ID Required","No",,,"7/15/2026 7:30 AM","Vidyashree","7/16/2026 10:00 AM","6401266339112",,"07/16/2026 04:58:15",,"Joseph",,,,,,,,"7/15/2026 9:58 PM",,"7/16/2026 12:00 AM",,"https://mylearn.oracle.com/ou/course/whats-new-in-compensation/128169/275639","128169","275639","15277999",,,,,,,,,,,"Released (A)",,,"7/16/2026 1:58 PM",,"26CHCM0375"
"HCM","Compensation","Compensation","Total Compensation Statement: Redwood Experience for Monitor Processes",,"11.13.26.07.0","Ready","Published","Opt In plus Setup","Redwood",,,,"Anitha","Niki","Kurt","Compensation Plans to Reward","Yes",,"No","No",,,"Oracle HCM Cloud: Total Compensation","Become a certiffied Com",,"7/13/2026","Single NF",,,,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Kurt/26CHCM0376-TotalCompensationStatement-RedwoodExperienceforMonitorProcesses.pptx?web=1&action=edit",,,"7/13/2026 1:00 PM","Approved",,,"Only Video ID Required","No",,,"7/15/2026 7:39 AM","Vidyashree","7/16/2026 10:00 AM","6401267896112",,"07/16/2026 04:58:24",,"Joseph",,,,,,,,"7/15/2026 9:58 PM",,"7/16/2026 12:00 AM",,"https://mylearn.oracle.com/ou/course/whats-new-in-compensation/128169/275640","128169","275640","15278000",,,,,,,,,,,"Released (A)",,,"7/16/2026 1:58 PM",,"26CHCM0376"
"HCM","Compensation","Compensation","Total Compensation Statement: Redwood Experience for Printable Statement Template",,"11.13.26.07.0","Ready","Published","Opt In plus Setup","Redwood",,,,"Anitha","Niki","Kurt","Compensation Plans to Reward","Yes",,"No","No",,,"Oracle HCM Cloud: Total Compensation","Become a certiffied Com",,"7/13/2026","Single NF",,,,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Kurt/26CHCM0377-TotalCompensationStatement-RedwoodExperienceforPrintableStatementTemplate.pptx?web=1&action=edit",,,"7/13/2026 3:00 PM","Approved",,,"Only Video ID Required","No",,,"7/15/2026 7:30 AM","Vidyashree","7/16/2026 10:00 AM","6401264749112",,"07/16/2026 04:58:29",,"Joseph",,,,,,,,"7/15/2026 9:58 PM",,"7/16/2026 12:00 AM",,"https://mylearn.oracle.com/ou/course/whats-new-in-compensation/128169/275641","128169","275641","15278005",,,,,,,,,,,"Released (A)",,,"7/16/2026 1:59 PM",,"26CHCM0377"
"HCM","Compensation","Compensation","Total Compensation Statement: Redwood Experience for Statement Definitions",,"11.13.26.07.0","Ready","Published","Opt In plus Setup","Redwood",,,,"Anitha","Niki","Kurt","Compensation Plans to Reward","Yes",,"No","No",,,"Oracle HCM Cloud: Total Compensation","Become a certiffied Com",,"7/13/2026","Single NF",,,,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Kurt/26CHCM0378-TotalCompensationStatement-RedwoodExperienceforStatementDefinitions.pptx?web=1&action=edit",,,"7/13/2026 2:05 PM","Approved",,,"Only Video ID Required","No",,,"7/15/2026 7:30 AM","Vidyashree","7/16/2026 10:00 AM","6401266925112",,"07/16/2026 04:58:35",,"Joseph",,,,,,,,"7/15/2026 9:58 PM",,"7/16/2026 12:00 AM",,"https://mylearn.oracle.com/ou/course/whats-new-in-compensation/128169/275642","128169","275642","15278011",,,,,,,,,,,"Released (A)",,,"7/16/2026 1:59 PM",,"26CHCM0378"
"HCM","Human Resources","Global Human Resources","Translation Editor on Redwood Document Types Page with Generative AI",,"11.13.26.07.0","Ready","Published","Ready to use, small scale with prerequisite","AI - Generative,Redwood",,,"High","Anitha","Niki","Rohit","Employee Onboarding to Retirement","Yes",,"No","No","1Z0-1046-26Oracle Global Human Resources Cloud Implementation Professional","1D0-1046-26-D Oracle Global Human Resources Cloud  Implementation Professional",,"Become a Certified Global Human Resources (Core HR) Implementer","Yes","7/17/2026","Single NF",,,,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Rohit/26CHCM0379-TranslationEditoronRedwoodDocumentTypesPagewithGenerativeAI.pptx?web=1&action=edit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0379"
"HCM","Human Resources","Global Human Resources","Translation Editor on Redwood Extended Lookup Codes Page with Generative AI",,"11.13.26.07.0","Ready","Published","Ready to use, small scale with prerequisite","AI - Generative,Redwood",,,"High","Anitha","Niki","Rohit","Employee Onboarding to Retirement","Yes",,"No","No","1Z0-1046-26Oracle Global Human Resources Cloud Implementation Professional","1D0-1046-26-D Oracle Global Human Resources Cloud  Implementation Professional",,"Become a Certified Global Human Resources (Core HR) Implementer","Yes","7/20/2026","Single NF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0380"
